sku,item_type,manufacturer,product_name,size,count,percent_of_customers
42702001,,Nabisco,Chips Ahoy Cookies Snak-Saks Original,8 oz,32,0.0280538
42703001,SNACKS,Nabisco,Chips Ahoy Cookies Soft Chunky Peanut Butter,10.5 oz,29,0.0252862
42704001,,Nabisco,Chips Ahoy Cookies Thins Cinnamon Sugar,7 oz,31,0.0269216
42705001,,Nabisco,Chips Ahoy Cookies Thins Original,7 oz,32,0.0281796
42706001,,Nabisco,Chips Ahoy Cookies White Fudge Chunky,11.75 oz,31,0.0270474
42707001,,Nabisco,Chips Ahoy Original Chocolate Chip,13 oz,31,0.0273619
42708001,,Nabisco,Wheat Thins Big Crackers Original,8 oz,30,0.0261668
42709001,,Nabisco,Wheat Thins Cracked Pepper & Olive Oil,9 oz,32,0.0285571
42710001,,Nabisco,Wheat Thins Hint Of Salt,9.1 oz,31,0.0271732
42711001,,Nabisco,Wheat Thins Original,9.1 oz,30,0.0266071
42712001,,Nabisco,Wheat Thins Ranch,9 oz,31,0.0274248
42713001,,Nabisco,Wheat Thins Reduced Fat,8.5 oz,31,0.027299
42714001,,Nabisco,Wheat Thins Sundried Tomato & Basil,9 oz,28,0.0244685
42715001,,Nabisco,Wheat Thins Toasted Chips Multigrain,8.1 oz,28,0.024783
42716001,,Nabisco,Wheat Thins Toasted Chips Veggie,8.1 oz,27,0.0233992
42717001,,Nabisco,Wheat Thins Toasted Pita Garlic Herb,8 oz,30,0.0261668
42718001,,Nabisco,Wheat Thins Toasted Pita Original,8 oz,31,0.0269845
42719001,CHOCOLATE CANDY,Musial,Musial Malted Milk Balls ,10.8,28,0.0248459
42720001,CHOCOLATE CANDY,Musial,Musial Mint Chocolate Bar ,12.5,30,0.0266071
42721001,HARD CANDY,Musial,Musial Mints ,7.3,30,0.0266071
42722001,CHOCOLATE CANDY,Musial,Musial Semi-Sweet Chocolate Bar ,17.6,29,0.0257265
42723001,HARD CANDY,Musial,Musial Spicy Mints ,12.6,32,0.0280538
42724001,CHOCOLATE CANDY,Musial,Musial Tasty Candy Bar ,16.7,30,0.0266071
42725001,CHOCOLATE CANDY,Musial,Musial White Chocolate Bar ,14,30,0.0259781
42726001,DIAPERS,Munchkin,Diaper Bag Dispenser,1 pkg,3,0.00226444
42727001,DIAPERS,Munchkin,Diaper Bag Refills,36 ct,3,0.00250636
42728001,,Mrs. Buttersworths,Syrup Regular,24 oz,29,0.025412
42729001,,Motts For Tots,Juice Boxes Apple White Grape,8 ct,32,0.0277393
42730001,,Motts,Applesauce Cinnamon,24 oz,31,0.0271103
42731001,,Motrin Infant,Pain Reliever/Fever Reducer Original Berry,1 oz,31,0.0269216
42732001,,Morton,Salt Kosher,3 lbs,30,0.0261039
42733001,,Morton,Sea Salt Coarse,17.6 oz,31,0.0274248
42734001,,Morton,Sea Salt Fine,17.6 oz,29,0.0259152
42735001,RICE,Monarch,Monarch Rice Medly ,11.1,29,0.0254749
42736001,RICE,Monarch,Monarch Thai Rice ,6.43,30,0.0267329
42737001,BOLOGNA,Moms,Moms Beef Bologna ,11.3,31,0.0271103
42738001,HOT DOGS,Moms,Moms Chicken Hot Dogs ,10.3,31,0.0274877
42739001,DELI SALADS,Moms,Moms Cole Slaw ,8.3,30,0.0263555
42740001,DELI MEATS,Moms,Moms Corned Beef ,11.1,32,0.027928
42741001,HOT DOGS,Moms,Moms Foot-Long Hot Dogs ,14.2,30,0.0267329
42742001,BOLOGNA,Moms,Moms Low Fat Bologna ,17,31,0.0269845
42743001,DELI SALADS,Moms,Moms Low Fat Cole Slaw ,19.3,28,0.0247201
42744001,BOLOGNA,Moms,Moms Pimento Loaf ,17.3,30,0.0264813
42745001,DELI SALADS,Moms,Moms Potato Salad ,13.8,32,0.0278651
42746001,FRESH CHICKEN,Moms,Moms Roasted Chicken ,8.19,32,0.0280538
42747001,DELI MEATS,Moms,Moms Sliced Chicken ,16.7,30,0.0265442
42748001,DELI MEATS,Moms,Moms Sliced Ham ,9.3,32,0.0280538
42749001,DELI MEATS,Moms,Moms Sliced Turkey ,12.6,31,0.0269845
42750001,HOT DOGS,Moms,Moms Turkey Hot Dogs ,16.2,32,0.0280538
42751001,,Minute Maid,Coolers Fruit Punch,10 ct,30,0.0261668
42752001,,Minute Maid,Fruit Drink Peach,67.63 oz,29,0.025412
42753001,,Minute Maid,Juice Cherry Limeade,59 oz,31,0.0276764
42754001,,Minute Maid,Orange Juice No Pulp,59 oz,31,0.0271732
42755001,COFFEE/CREAMER,Melitta,Coffee French Vanilla,11 oz,32,0.0279909
42756001,COFFEE/CREAMER,Melitta,Coffee Hazelnut Creme,11 oz,29,0.0250975
42757001,RICE,Medalist,Medalist Rice Medly ,9.69,30,0.0265442
42758001,RICE,Medalist,Medalist Thai Rice ,16.7,30,0.0264813
42760001,,Mccormick,"Vanilla, Butter & Nut Exctract",2 oz,31,0.0272361
42762001,COFFEE/CREAMER,Maxwell House,Coffee Medium Dark 100% Colombian,10.5 oz,29,0.025412
42763001,COFFEE/CREAMER,Maxwell House,Coffee Medium Dark 100% Colombian,28 oz,31,0.0271732
42764001,COFFEE/CREAMER,Maxwell House,Coffee Medium Dark French,11 oz,30,0.0266071
42765001,COFFEE/CREAMER,Maxwell House,Coffee Medium Dark French,29.3 oz,32,0.0279909
42766001,COFFEE/CREAMER,Maxwell House,Coffee Medium Dark French Decaf,11 oz,27,0.024154
42767001,COFFEE/CREAMER,Maxwell House,Coffee Medium Gourmet,11 oz,30,0.0262297
42768001,COFFEE/CREAMER,Maxwell House,Coffee Medium Gourmet,29.3 oz,30,0.0263555
42769001,COFFEE/CREAMER,Maxwell House,Coffee Medium House Blend,10.5 oz,27,0.0234621
42770001,COFFEE/CREAMER,Maxwell House,Coffee Medium Lite,11 oz,29,0.0256007
42771001,COFFEE/CREAMER,Maxwell House,Coffee Medium Lite,29.3 oz,30,0.0259781
42772001,COFFEE/CREAMER,Maxwell House,Coffee Medium Original,11.5 oz,29,0.0252862
42773001,COFFEE/CREAMER,Maxwell House,Coffee Medium Original,30.6 oz,28,0.0249088
42774001,COFFEE/CREAMER,Maxwell House,Coffee Medium Original Decaf,11 oz,29,0.0256007
42775001,COFFEE/CREAMER,Maxwell House,Coffee Medium Original Decaf,29.3 oz,30,0.0261039
42776001,COFFEE/CREAMER,Maxwell House,Coffee Medium Vanilla,11 oz,30,0.0262926
42777001,COFFEE/CREAMER,Maxwell House,Coffee Mild Master Blend,11.5 oz,33,0.0291861
42778001,BREAD,Martins,Potato Bread Cinnamon Raisin Swirl,14 oz,12,0.01019
42779001,COFFEE/CREAMER,Marley,Coffee Lively Up Medium,8 oz,30,0.0262926
42780001,COFFEE/CREAMER,Marley,Coffee One Love Ethpia Yirgchfe Medium,8 oz,30,0.0266071
42781001,COFFEE/CREAMER,Marley,Coffee Talking Blue Medium,8 oz,27,0.0236508
42782001,,Mahatma,Rice Brown,2 lbs,31,0.0268587
42783001,,Mahatma,Rice Jasmine,2 lbs,32,0.0278651
42784001,,Mahatma,Rice White,2 lbs,30,0.0262297
42785001,DIAPERS,Luvs,With Ultra Leakguards Size 3,104 ct,3,0.00232734
42786001,DIAPERS,Luvs,With Ultra Leakguards Size 3,34 ct,2,0.00209993
42787001,DIAPERS,Luvs,With Ultra Leakguards Size 4,29 ct,3,0.00239024
42788001,DIAPERS,Luvs,With Ultra Leakguards Size 4,88 ct,3,0.00237088
42789001,DIAPERS,Luvs,With Ultra Leakguards Size 5,25 ct,3,0.00264184
42790001,DIAPERS,Luvs,With Ultra Leakguards Size 5,74 ct,3,0.00299409
42791001,,Little Tummys,Gas Relief Drops Natural Berry,1 oz,29,0.025412
42792001,,Little Noses,Spray & Drops Saline,1 oz,31,0.0269216
42793001,,Little Debbie,Bars Marshmallow Treat,6.7 oz,29,0.0251604
42794001,,Little Debbie,Bars Nutty,12 oz,31,0.0272361
42795001,,Little Debbie,Brownies Cosmic,13 oz,31,0.0274248
42796001,,Little Debbie,Brownies Fudge,13 oz,30,0.0264184
42797001,,Little Debbie,Buns Honey,10.5 oz,30,0.0263555
42798001,,Little Debbie,Cake Cloud Cakes,15.16 oz,32,0.027928
42799001,,Little Debbie,Cake Swiss Rolls,13 oz,30,0.0263555
42800001,,Little Debbie,Cake Zebra Cakes,13 oz,32,0.0279909
42801001,,Little Debbie,Cookies Oatmeal Cream Pies,16.2 oz,32,0.0285571
42802001,,Little Debbie,Cookies Oatmeal Cream Pies,31.78 oz,29,0.0255378
42803001,,Little Debbie,Cupcakes Chocolate,14.38 oz,29,0.0250975
42804001,,Little Debbie,Donuts Powdered Bagged Mini,10 oz,30,0.026041
42805001,,Little Debbie,Muffins Banana Nut,11.39 oz,31,0.0276764
42806001,,Little Debbie,Muffins Blueberry,11.39 oz,28,0.0244056
42807001,,Little Debbie,Pie Marshmallow Chocolate,12.1 oz,32,0.0280538
42808001,,Little Debbie,Spin Wheels Pecan,8 oz,30,0.026041
42809001,,Listerine,Mint Shield Mouthwash,16.9 oz,31,0.0273619
42810001,,Lipton,Tea Bags Black Tea & Honey Berry Lemonade Decaf,10 ct,31,0.0273619
42811001,,Lipton,Tea Bags Green Tea & Honey Coconut Passionfruit,10 ct,30,0.0264813
42812001,,Lipton,Tea Bags Green Tea & Honey Dragonfruit Peach,10 ct,29,0.0254749
42813001,,Lipton,Tea Stix Tea & Honey Lemon,10 ct,31,0.0268587
42814001,,Lenders,Bagels Blueberry,17.10 oz,29,0.0256636
42815001,,Lenders,Bagels Cinnamon Raisin Swirl,17.10 oz,29,0.0252862
42816001,,Lenders,Bagels New York Style Plain,5 ct,28,0.0244056
42817001,,Lenders,Bagels Plain,17.10 oz,31,0.0276135
42818001,,Lean Pockets,Ham & Cheese Whole Grain Crust,9 oz,31,0.0273619
42819001,,Lean Cusine,Lean Cusine Frozen,6 oz,29,0.0256007
42820001,COFFEE/CREAMER,Lavazza,Coffee Espresso,8 oz,30,0.0263555
42821001,COFFEE/CREAMER,Lavazza,Coffee Premium Drip House Blend,10 oz,30,0.0262926
42822001,SUGAR,Landslide,Landslide Brown Sugar ,16.2,30,0.0267329
42823001,COOKING OIL,Landslide,Landslide Canola Oil ,20.2,34,0.029878
42824001,PEANUT BUTTER,Landslide,Landslide Chunky Peanut Butter ,4.94,6,0.00509498
42825001,COOKING OIL,Landslide,Landslide Corn Oil ,14.5,29,0.0256007
42826001,PEANUT BUTTER,Landslide,Landslide Creamy Peanut Butter ,6.28,6,0.00566109
42827001,PEANUT BUTTER,Landslide,Landslide Extra Chunky Peanut Butter ,5.8,6,0.00540949
42828001,SPICES,Landslide,Landslide Oregano ,20.1,29,0.0255378
42829001,SPICES,Landslide,Landslide Pepper ,9.3,29,0.0254749
42830001,SPICES,Landslide,Landslide Salt ,13.1,32,0.0281796
42831001,COOKING OIL,Landslide,Landslide Sesame Oil ,4.26,30,0.0267329
42832001,COOKING OIL,Landslide,Landslide Vegetable Oil ,13.8,30,0.0264184
42833001,SUGAR,Landslide,Landslide White Sugar ,9.3,28,0.0242169
42834001,BOLOGNA,Lake,Lake Beef Bologna ,5.78,29,0.0256636
42835001,HOT DOGS,Lake,Lake Chicken Hot Dogs ,11.3,29,0.0257894
42836001,DELI SALADS,Lake,Lake Cole Slaw ,10.1,28,0.0245943
42837001,DELI MEATS,Lake,Lake Corned Beef ,15.8,32,0.027928
42838001,BOLOGNA,Lake,Lake Low Fat Bologna ,13.3,30,0.0261668
42839001,DELI SALADS,Lake,Lake Low Fat Cole Slaw ,12.3,29,0.0257265
42840001,BOLOGNA,Lake,Lake Pimento Loaf ,16.3,30,0.0261668
42841001,DELI SALADS,Lake,Lake Potato Salad ,11.5,29,0.0254749
42842001,FRESH CHICKEN,Lake,Lake Roasted Chicken ,19.2,31,0.0273619
42843001,DELI MEATS,Lake,Lake Sliced Chicken ,9.8,29,0.0250975
42844001,DELI MEATS,Lake,Lake Sliced Ham ,8.5,31,0.0268587
42845001,DELI MEATS,Lake,Lake Sliced Turkey ,5.65,31,0.0276135
42846001,HOT DOGS,Lake,Lake Turkey Hot Dogs ,15,27,0.0239024
42847001,BAKED GOODS OTHER THAN BREAD,Kroger,Bread Crumbs Italian Style,15 oz,29,0.0256007
42848001,,Kroger,Eggs Large,12 ct,32,0.0283054
42849001,,Kroger,Eggs Large,18 ct,30,0.026041
42850001,BREAD,Kroger,Garlic Bread Classic,16 oz,13,0.0110706
42851001,PEANUT BUTTER,Kroger,Peanut Butter Creamy,16 oz,6,0.00540949
42852001,SNACKS,Kroger,Twisted Bread Sticks Garlic,10.5 oz,30,0.026041
42853001,SNACKS,Kroger,Twisted Bread Sticks Mozzarella,11.5 oz,31,0.0269216
42854001,OTHER DAIRY/NOT MILK,Kraft,American Singles 2% Milk,22 pkg,33,0.0290603
42855001,,Kraft,Cool Whip Regular,8 oz,34,0.0301296
42856001,,Kraft,Deluxe Mac & Cheese Four Cheese,14 oz,28,0.0249088
42857001,,Kraft,Mac & Cheese Southwest Chipotle,7.5 oz,30,0.0264813
42858001,,Kraft,Salad Dressing Italian,16 oz,30,0.0264813
42859001,,Kraft,Salad Dressing Ranch,16 oz,31,0.0276135
42860001,,Kraft,Salad Dressing Thousand Island,16 oz,26,0.0228331
42861001,,Kraft,Salad Dressing Zesty Italian,16 oz,30,0.0263555
42863001,,Kool Aid,Bursts Cherry,6 pkg,32,0.027928
42864001,,Kool Aid,Jammers Cherry,10 ct,28,0.0245943
42865001,,Koch Foods,Oven Cravers Cordon Bleu,5 oz,28,0.0250346
42866001,FRESH FISH,Kiwi,Kiwi Lox ,16.3,32,0.0277393
42867001,,Kitchen Basics,Cooking Stock Chicken,32 oz,30,0.0264184
42868001,,King Arthur,Flour All Purpose,5 lbs,30,0.0267329
42869001,,Kens,Salad Dressing French,16 oz,29,0.0256007
42870001,,Kens,Salad Dressing Italian,16 oz,31,0.0270474
42871001,,Kens,Salad Dressing Ranch,16 oz,31,0.0274877
42872001,,Kens,Salad Dressing Thousand Island,16 oz,30,0.0264184
42873001,CEREAL,Kelloggs,Corn Flakes Cereal,18 oz,4,0.00308215
42874001,CEREAL,Kelloggs,Crispix Cereal,12 oz,5,0.00406437
42875001,FROZEN FOOD,Kelloggs,Eggo Breakfast Sandwiches Bacon Egg & Cheese,4 ct,29,0.0256007
42876001,FROZEN FOOD,Kelloggs,Eggo French Toaster Sticks Cinnamon,8 ct,33,0.0288716
42877001,FROZEN FOOD,Kelloggs,Eggo Pancakes Buttermilk,12 ct,31,0.027299
42878001,FROZEN FOOD,Kelloggs,Eggo Pancakes Chocolatey Chip Bites,5 pkg,31,0.0269845
42879001,FROZEN FOOD,Kelloggs,Eggo Pancakes Minis,40 ct,27,0.0238395
42880001,FROZEN FOOD,Kelloggs,Eggo Wafflers Brown Sugar Cinnamon,16 ct,30,0.0262926
42881001,FROZEN FOOD,Kelloggs,Eggo Waffles Blueberry,10 ct,32,0.0277393
42882001,FROZEN FOOD,Kelloggs,Eggo Waffles Buttermilk,10 ct,30,0.0259781
42883001,FROZEN FOOD,Kelloggs,Eggo Waffles Chocolatey Chip,10 ct,28,0.0250346
42884001,FROZEN FOOD,Kelloggs,Eggo Waffles Cinnamon Toast Mini,10 ct,34,0.0296893
42885001,FROZEN FOOD,Kelloggs,Eggo Waffles Gluten Free Original,8 ct,30,0.026041
42886001,FROZEN FOOD,Kelloggs,Eggo Waffles Homestyle,10 ct,30,0.026041
42887001,FROZEN FOOD,Kelloggs,Eggo Waffles Homestyle,24 ct,29,0.0251604
42888001,FROZEN FOOD,Kelloggs,Eggo Waffles Homestyle Mini,10 ct,30,0.0261039
42889001,FROZEN FOOD,Kelloggs,Eggo Waffles Nutri-Grain Blueberry,10 ct,28,0.0249088
42890001,FROZEN FOOD,Kelloggs,Eggo Waffles Nutri-Grain Low Fat,10 ct,32,0.0283683
42891001,FROZEN FOOD,Kelloggs,Eggo Waffles Nutri-Grain Whole Wheat,10 ct,28,0.0249717
42892001,FROZEN FOOD,Kelloggs,Eggo Waffles Oats & Mixed Berries,8 ct,29,0.0259152
42893001,FROZEN FOOD,Kelloggs,Eggo Waffles Strawberry,10 ct,29,0.0256007
42894001,FROZEN FOOD,Kelloggs,Eggo Waffles Thick & Fluffy Cinnamon Brown Sugar,6 ct,27,0.024154
42895001,FROZEN FOOD,Kelloggs,Eggo Waffles Thick & Fluffy Original,6 ct,28,0.0244685
42896001,CEREAL,Kelloggs,Frosted Mini Wheats Touch Of Raisin Cereal,15 oz,6,0.00484338
42897001,CEREAL,Kelloggs,Krave Chocolate Cereal,11.4 oz,3,0.00270474
42898001,CEREAL,Kelloggs,Krave Smores Cereal,11 oz,5,0.00396276
42899001,CEREAL,Kelloggs,Mini Wheats Blueberry Muffin Cereal,15.5 oz,4,0.00377406
42900001,CEREAL,Kelloggs,Mini Wheats Frosted Cereal,18 oz,4,0.00371116
42901001,CEREAL,Kelloggs,Mini Wheats Frosted Cereal,70 oz,5,0.00440307
42902001,CEREAL,Kelloggs,Mini Wheats Frosted Chocolate Cereal,15.2 oz,5,0.00396276
42903001,CEREAL,Kelloggs,Mini Wheats Frosted Little Bites Original Cereal,15.2 oz,4,0.00364826
42904001,CEREAL,Kelloggs,Mini Wheats Maple Brown Sugar Cereal,15.5 oz,4,0.00308215
42905001,CEREAL,Kelloggs,Mini Wheats Strawberry Delight Cereal,15.5 oz,4,0.00372567
42906001,CEREAL,Kelloggs,Nutri Grain Apple Cinnamon Cereal Bars,10.4 oz,4,0.00314505
42907001,FROZEN FOOD,Kelloggs,Nutri Grain Blueberry Bliss Harvest Fruit & Oat Bars,8.8 oz,30,0.0266071
42908001,CEREAL,Kelloggs,Nutri Grain Blueberry Cereal Bars,10.4 oz,5,0.00421437
42909001,CEREAL,Kelloggs,Nutri Grain Cherry Cereal Bars,10.4 oz,5,0.00434017
42910001,SNACKS,Kelloggs,Nutri Grain Chocolatey Crunch Granola Bar,7.4 oz,32,0.0283683
42911001,SNACKS,Kelloggs,Nutri Grain Fruit Crunch Apple Cobbler Granola Bars,7.4 oz,29,0.0251604
42912001,SNACKS,Kelloggs,Nutri Grain Fruit Crunch Strawberry Parfait Granola Bars,7.4 oz,30,0.0264184
42913001,CEREAL,Kelloggs,Nutri Grain Mixed Berry Cereal Bars,10.4 oz,5,0.00434017
42914001,CEREAL,Kelloggs,Nutri Grain Raspberry Cereal Bars,10.4 oz,4,0.00327085
42915001,CEREAL,Kelloggs,Nutri Grain Strawberry Cereal Bars,10.4 oz,5,0.00421437
42916001,SNACKS,Kelloggs,Nutri Grain Strawberry Vanilla Fruit Yogurt Bar,10.4 oz,27,0.0235879
42917001,SNACKS,Kelloggs,Nutri Grain Toffee Crunch Bar,7.4 oz,30,0.0261668
42918001,SNACKS,Kelloggs,Nutri-Grain Harvest Strawberry Fruit & Oat Bars,8.8 oz,31,0.0271732
42919001,CEREAL,Kelloggs,Raisin Bran Cereal,18.7 oz,5,0.00427727
42920001,CEREAL,Kelloggs,Raisin Bran Cereal,23.5 oz,5,0.00421437
42921001,CEREAL,Kelloggs,Raisin Bran Cereal,76.5 oz,4,0.00372567
42922001,CEREAL,Kelloggs,Raisin Bran Crunch Cereal,18.2 oz,4,0.00320795
42923001,CEREAL,Kelloggs,Raisin Bran Omega-3 With Flaxseed Cereal,14.3 oz,4,0.00320795
42924001,CEREAL,Kelloggs,Rice Krispies Cereal,12 oz,5,0.00434017
42925001,SNACKS,Kelloggs,Rice Krispies Treats Marshmallows Squares,6.2 oz,27,0.0240911
42926001,CEREAL,Kelloggs,Smart Start Original Antioxidants Cereal,17.5 oz,4,0.00364826
42927001,SNACKS,Kelloggs,Special K Berry Pastry Crisps,4.4 oz,28,0.0245943
42928001,SNACKS,Kelloggs,Special K Blueberry Pastry Crisps,4.4 oz,32,0.0278022
42929001,SNACKS,Kelloggs,Special K Brown Sugar Cinnamon Pastry Crisps,4.4 oz,29,0.0259152
42930001,CEREAL,Kelloggs,Special K Chocolate Almond Cereal,12.7 oz,5,0.00478048
42931001,SNACKS,Kelloggs,Special K Chocolate Carmel Pastry Crisps,4.4 oz,28,0.0248459
42932001,CEREAL,Kelloggs,Special K Chocolate Strawberry Cereal,11 oz,4,0.00379341
42933001,CEREAL,Kelloggs,Special K Chocolatey Delight Cereal,13.1 oz,4,0.00352246
42934001,CEREAL,Kelloggs,Special K Chocolatey Pretzel Cereal Bars,4.6 oz,4,0.00327085
42935001,SNACKS,Kelloggs,Special K Delight Chocolatey Pastry Crisps,4.4 oz,30,0.0262297
42936001,SNACKS,Kelloggs,Special K Indulgent Moments Dreamy Coconut Snack Bites,4.5 oz,27,0.0233363
42937001,SNACKS,Kelloggs,Special K Moments Caramel Pretzel Bliss Snack Bites,4.5 oz,31,0.027299
42938001,CEREAL,Kelloggs,Special K Original Cereal,12 oz,4,0.0035902
42939001,CEREAL,Kelloggs,Special K Protein Cereal,12.5 oz,5,0.00408856
42940001,SNACKS,Kelloggs,Special K Protein Greek Yogurt & Fruit Snack Bar,4.76 oz,31,0.0273619
42941001,CEREAL,Kelloggs,Special K Red Berries Cereal,11.2 oz,5,0.00434017
42942001,CEREAL,Kelloggs,Special K Strawberry Cereal Bars,4.86 oz,6,0.00503208
42943001,SNACKS,Kelloggs,Special K Strawberry Pastry Crisps,4.4 oz,31,0.0274248
42944001,SOUP,Just Right,Just Right Beef Soup ,16.2,30,0.0266071
42945001,CANNED VEGETABLES,Just Right,Just Right Canned Beets ,6.65,35,0.0305699
42946001,CANNED VEGETABLES,Just Right,Just Right Canned Peas ,5.02,26,0.0232734
42947001,CANNED VEGETABLES,Just Right,Just Right Canned String Beans ,9,29,0.0259152
42948001,CANNED VEGETABLES,Just Right,Just Right Canned Tomatos ,16,28,0.0248459
42949001,TUNA,Just Right,Just Right Canned Tuna in Oil ,5.42,28,0.024783
42950001,TUNA,Just Right,Just Right Canned Tuna in Water ,8.47,31,0.0270474
42951001,CANNED VEGETABLES,Just Right,Just Right Canned Yams ,18.7,31,0.0274877
42952001,SOUP,Just Right,Just Right Chicken Noodle Soup ,18.5,29,0.025412
42953001,SOUP,Just Right,Just Right Chicken Ramen Soup ,11.3,31,0.0274877
42954001,SOUP,Just Right,Just Right Chicken Soup ,12.5,32,0.0281167
42955001,CANNED VEGETABLES,Just Right,Just Right Creamed Corn ,13.1,32,0.0278022
42956001,SOUP,Just Right,Just Right Noodle Soup ,7.1,29,0.0252233
42957001,SOUP,Just Right,Just Right Regular Ramen Soup ,6.31,31,0.0276135
42958001,SOUP,Just Right,Just Right Rice Soup ,6.11,30,0.0261668
42959001,SOUP,Just Right,Just Right Turkey Noodle Soup ,14.7,30,0.0264184
42960001,SOUP,Just Right,Just Right Vegetable Soup ,15.2,31,0.0268587
42961001,,Jumex,Nectar Guava,33.81 oz,31,0.0274248
42962001,,Juicy Juice,Juice Boxes Apple,8 ct,32,0.0277393
42963001,,Juicy Juice,Juice Orange Tangerine,64 oz,28,0.0246572
42964001,,Johnsons,Baby Oil Original,3 oz,31,0.0274248
42965001,,Johnsons,Baby Powder Original,9 oz,31,0.0274877
42966001,,Johnsons,Baby Shampoo Original,15 oz,29,0.0250975
42967001,,Jiffy,Cake Mix Yellow,9 oz,29,0.0255378
42968001,,Jiffy,Mix Baking,40 oz,30,0.0264184
42969001,,Jiffy,Mix Pizza Crust,6.5 oz,30,0.0266071
42970001,,Jiffy,Muffin Mix Blueberry,7 oz,30,0.0259781
42971001,,Jiffy,Muffin Mix Corn,6 pkg,29,0.0258523
42972001,,Jiffy,Muffin Mix Corn,8.5 oz,29,0.0258523
42973001,,Jiffy,Muffin Mix Raspberry,7 oz,30,0.0267958
42974001,,Jiffy,Muffin Mix Vegetarian Corn,8.5 oz,32,0.0281167
42975001,PEANUT BUTTER,Jif,Peanut Butter Crunchy,28 oz,7,0.00597559
42976001,PEANUT BUTTER,Jif,Peanut Butter Smooth,28 oz,4,0.00392889
42977001,RICE,Jardon,Jardon Rice Medly ,14.3,29,0.0256007
42978001,RICE,Jardon,Jardon Thai Rice ,11.5,30,0.0262297
42979001,COFFEE/CREAMER,International Delight,Sugar Free Coffee Creamer French Vanilla,32 oz,28,0.0246572
42980001,TV DINNER,Imagine,Imagine Beef TV Dinner ,7.18,30,0.0261668
42981001,TV DINNER,Imagine,Imagine Chicken TV Dinner ,13.3,30,0.02667
42982001,FRENCH FRIES,Imagine,Imagine Fajita French Fries ,10.8,30,0.0264184
42983001,FROZEN VEGETABLES,Imagine,Imagine Frozen Broccoli ,15.1,31,0.0276764
42984001,FROZEN VEGETABLES,Imagine,Imagine Frozen Carrots ,12.1,30,0.02667
42985001,FROZEN VEGETABLES,Imagine,Imagine Frozen Cauliflower ,19,28,0.024783
42986001,PIZZA,Imagine,Imagine Frozen Cheese Pizza ,15.2,30,0.0267958
42987001,FROZEN CHICKEN,Imagine,Imagine Frozen Chicken Breast ,8,28,0.0246572
42988001,FROZEN CHICKEN,Imagine,Imagine Frozen Chicken Thighs ,7.9,32,0.0278651
42989001,FROZEN CHICKEN,Imagine,Imagine Frozen Chicken Wings ,13.6,32,0.0279909
42990001,FROZEN VEGETABLES,Imagine,Imagine Frozen Corn ,15.7,30,0.0266071
42991001,PIZZA,Imagine,Imagine Frozen Mushroom Pizza ,4.88,28,0.0249088
42992001,FROZEN VEGETABLES,Imagine,Imagine Frozen Peas ,7.39,27,0.0240282
42993001,PIZZA,Imagine,Imagine Frozen Pepperoni Pizza ,9,30,0.0266071
42994001,PIZZA,Imagine,Imagine Frozen Sausage Pizza ,14.8,29,0.0256636
42995001,POPSICLES,Imagine,Imagine Grape Popsicles ,18.2,30,0.0263555
42996001,FRENCH FRIES,Imagine,Imagine Home Style French Fries ,14.6,30,0.0263555
42997001,ICE CREAM,Imagine,Imagine Ice Cream ,5.32,30,0.0262297
42998001,ICE CREAM,Imagine,Imagine Ice Cream Sandwich ,6.47,30,0.0261039
42999001,POPSICLES,Imagine,Imagine Lemon Popsicles ,16.1,27,0.0233992
43000001,POPSICLES,Imagine,Imagine Lime Popsicles ,17.2,30,0.02667
43001001,FRENCH FRIES,Imagine,Imagine Low Fat French Fries ,8.78,29,0.0259152
43002001,POPSICLES,Imagine,Imagine Orange Popsicles ,9.19,30,0.0262926
43003001,TV DINNER,Imagine,Imagine Turkey TV Dinner ,13,30,0.026041
43004001,COFFEE/CREAMER,Illy,Coffee Ground Medium,8.8 oz,32,0.0279909
43005001,COFFEE/CREAMER,Illy,Coffee Whole Bean Medium,8.8 oz,30,0.02667
43006001,,Idahoan,Mashed Potatoes Four Cheese,4 oz,31,0.0275506
43007001,GRAVY/SAUCE,Hunts,Pasta Sauce Meat,24 oz,30,0.0261039
43008001,,Hunts,Sour Cream Original,16 oz,31,0.0268587
43009001,DIAPERS,Huggies,Good Nights Jumbo - Boy,14 ct,2,0.00176123
43010001,DIAPERS,Huggies,Good Nights Large - Boy,11 ct,3,0.00270474
43011001,DIAPERS,Huggies,Little Movers - Disney Size 3,28 ct,3,0.00243862
43012001,DIAPERS,Huggies,Little Movers - Disney Size 4,22 ct,3,0.00227492
43013001,DIAPERS,Huggies,Little Movers - Disney Size 5,21 ct,2,0.00207573
43014001,DIAPERS,Huggies,Little Movers - Disney Size 5,50 ct,3,0.00271523
43015001,DIAPERS,Huggies,Little Movers - Disney Size 6,18 ct,3,0.00283054
43016001,DIAPERS,Huggies,Little Movers - Disney Size 6,42 ct,2,0.00183461
43017001,DIAPERS,Huggies,Little Movers Slip On Size 3,29 ct,2,0.00205477
43018001,DIAPERS,Huggies,Little Movers Slip On Size 4,23 ct,2,0.00169349
43019001,DIAPERS,Huggies,Little Movers Slip On Size 5,20 ct,3,0.00243862
43020001,DIAPERS,Huggies,Little Snugglers Size 2,32 ct,3,0.00264184
